member_number,order_id,date,product_id,product_name,category,items,price,gross_sales
1010,1010_4,27-08-2014,17,bottled water,Beverages,2,0.5,1.0
1010,1010_5,31-07-2015,3,pip fruit,Fresh Food,1,3.0,3.0
1010,1010_5,31-07-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1010,1010_5,31-07-2015,138,candles,Household & Hygiene,2,2.7,5.4
1011,1011_2,02-06-2014,24,pastry,Bakery & Sweets,3,3.1,9.3
1011,1011_2,02-06-2014,31,curd cheese,Dairy,3,9.2,27.599999999999998
1011,1011_3,09-12-2015,2,whole milk,Dairy,2,1.8,3.6
1011,1011_3,09-12-2015,4,other vegetables,Fresh Food,2,0.8,1.6
1011,1011_3,09-12-2015,9,frankfurter,Fresh Food,1,5.5,5.5
1011,1011_3,09-12-2015,18,yogurt,Dairy,1,2.2,2.2
1011,1011_3,09-12-2015,37,herbs,Fresh Food,1,6.5,6.5
1011,1011_3,09-12-2015,40,grapes,Fresh Food,1,9.4,9.4
1011,1011_3,09-12-2015,138,candles,Household & Hygiene,3,2.7,8.100000000000001
1011,1011_1,15-02-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1011,1011_1,15-02-2014,7,citrus fruit,Fresh Food,2,1.5,3.0
1011,1011_1,15-02-2014,17,bottled water,Beverages,2,0.5,1.0
1011,1011_1,15-02-2014,65,candy,Bakery & Sweets,3,3.6,10.8
1012,1012_3,03-10-2015,9,frankfurter,Fresh Food,1,5.5,5.5
1012,1012_3,03-10-2015,18,yogurt,Dairy,1,2.2,2.2
1012,1012_4,19-11-2015,1,tropical fruit,Fresh Food,2,7.8,15.6
1012,1012_4,19-11-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1012,1012_4,19-11-2015,22,root vegetables,Fresh Food,1,1.8,1.8
1012,1012_4,19-11-2015,66,onions,Fresh Food,1,1.3,1.3
1012,1012_4,19-11-2015,71,shopping bags,Household & Hygiene,3,5.12,15.36
1012,1012_1,22-06-2014,20,brown bread,Bakery & Sweets,1,0.8,0.8
1012,1012_1,22-06-2014,75,frozen vegetables,Frozen & Processed Food,3,2.5,7.5
1012,1012_2,27-03-2015,2,whole milk,Dairy,3,1.8,5.4
1012,1012_2,27-03-2015,41,processed cheese,Dairy,3,6.4,19.200000000000003
1013,1013_7,02-07-2015,2,whole milk,Dairy,3,1.8,5.4
1013,1013_7,02-07-2015,36,frozen meals,Frozen & Processed Food,2,9.7,19.4
1013,1013_8,02-10-2015,57,meat,Fresh Food,2,8.5,17.0
1013,1013_8,02-10-2015,69,domestic eggs,Fresh Food,3,1.25,3.75
1013,1013_8,02-10-2015,83,white bread,Bakery & Sweets,3,0.3,0.8999999999999999
1013,1013_8,02-10-2015,131,roll products,Specialty & Seasonal,2,8.6,17.2
1013,1013_6,12-11-2014,22,root vegetables,Fresh Food,2,1.8,3.6
1013,1013_6,12-11-2014,129,mayonnaise,Specialty & Seasonal,3,1.8,5.4
1013,1013_5,15-07-2014,4,other vegetables,Fresh Food,2,0.8,1.6
1013,1013_5,15-07-2014,123,mustard,Pantry Staples,1,5.2,5.2
1013,1013_1,17-01-2014,17,bottled water,Beverages,1,0.5,0.5
1013,1013_1,17-01-2014,59,hard cheese,Dairy,1,4.5,4.5
1013,1013_1,17-01-2014,114,napkins,Household & Hygiene,2,21.8,43.6
1013,1013_2,20-02-2014,2,whole milk,Dairy,2,1.8,3.6
1013,1013_2,20-02-2014,65,candy,Bakery & Sweets,3,3.6,10.8
1013,1013_3,26-03-2014,1,tropical fruit,Fresh Food,3,7.8,23.4
1013,1013_3,26-03-2014,75,frozen vegetables,Frozen & Processed Food,2,2.5,5.0
1013,1013_4,28-03-2014,74,whipped/sour cream,Dairy,1,5.5,5.5
1013,1013_4,28-03-2014,123,mustard,Pantry Staples,2,5.2,10.4
1014,1014_4,03-10-2015,2,whole milk,Dairy,2,1.8,3.6
1014,1014_4,03-10-2015,18,yogurt,Dairy,2,2.2,4.4
1014,1014_4,03-10-2015,19,sausage,Fresh Food,3,3.1,9.3
1014,1014_4,03-10-2015,50,bottled beer,Beverages,1,1.8,1.8
1014,1014_3,04-01-2015,25,canned beer,Beverages,2,1.1,2.2
1014,1014_3,04-01-2015,102,cookware,Household & Hygiene,2,4.6,9.2
1014,1014_1,04-09-2014,16,butter milk,Dairy,2,6.1,12.2
1014,1014_1,04-09-2014,21,hamburger meat,Fresh Food,2,12.3,24.6
1014,1014_2,06-10-2014,2,whole milk,Dairy,3,1.8,5.4
1014,1014_2,06-10-2014,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1015,1015_3,04-05-2015,2,whole milk,Dairy,3,1.8,5.4
1015,1015_3,04-05-2015,7,citrus fruit,Fresh Food,2,1.5,3.0
1015,1015_2,22-03-2015,8,beef,Fresh Food,1,19.5,19.5
1015,1015_2,22-03-2015,80,salty snack,Snacks,3,0.5,1.5
1015,1015_1,28-06-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1015,1015_1,28-06-2014,12,fruit/vegetable juice,Beverages,3,2.1,6.300000000000001
1015,1015_1,28-06-2014,14,chocolate,Bakery & Sweets,3,11.5,34.5
1016,1016_4,05-10-2015,50,bottled beer,Beverages,1,1.8,1.8
1016,1016_4,05-10-2015,64,UHT-milk,Dairy,3,2.1,6.300000000000001
1016,1016_2,19-07-2015,10,chicken,Fresh Food,3,7.2,21.6
1016,1016_2,19-07-2015,32,red/blush wine,Beverages,2,12.2,24.4
1016,1016_1,23-04-2015,3,pip fruit,Fresh Food,1,3.0,3.0
1016,1016_1,23-04-2015,128,soft cheese,Dairy,2,7.2,14.4
1016,1016_3,30-09-2015,3,pip fruit,Fresh Food,3,3.0,9.0
1016,1016_3,30-09-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1016,1016_3,30-09-2015,9,frankfurter,Fresh Food,2,5.5,11.0
1016,1016_3,30-09-2015,73,oil,Pantry Staples,3,3.4,10.2
1016,1016_3,30-09-2015,129,mayonnaise,Specialty & Seasonal,1,1.8,1.8
1017,1017_3,14-10-2014,20,brown bread,Bakery & Sweets,1,0.8,0.8
1017,1017_3,14-10-2014,82,pet care,Pet Care,1,5.8,5.8
1017,1017_4,16-05-2015,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1017,1017_4,16-05-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1017,1017_2,19-06-2014,8,beef,Fresh Food,2,19.5,39.0
1017,1017_2,19-06-2014,18,yogurt,Dairy,2,2.2,4.4
1017,1017_1,21-02-2014,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1017,1017_1,21-02-2014,22,root vegetables,Fresh Food,1,1.8,1.8
1017,1017_5,30-09-2015,38,soda,Beverages,2,0.8,1.6
1017,1017_5,30-09-2015,51,dessert,Bakery & Sweets,3,1.15,3.4499999999999997
1017,1017_5,30-09-2015,71,shopping bags,Household & Hygiene,2,5.12,10.24
1018,1018_3,01-10-2014,45,curd,Dairy,3,9.8,29.400000000000002
1018,1018_3,01-10-2014,119,long life bakery product,Bakery & Sweets,3,9.9,29.700000000000003
1018,1018_1,15-04-2014,49,beverages,Beverages,2,1.1,2.2
1018,1018_1,15-04-2014,69,domestic eggs,Fresh Food,2,1.25,2.5
1018,1018_4,23-05-2015,16,butter milk,Dairy,2,6.1,12.2
1018,1018_4,23-05-2015,22,root vegetables,Fresh Food,3,1.8,5.4
1018,1018_2,27-05-2014,26,berries,Fresh Food,1,10.8,10.8
1018,1018_2,27-05-2014,154,cake bar,Bakery & Sweets,1,2.4,2.4
1019,1019_1,10-12-2014,21,hamburger meat,Fresh Food,3,12.3,36.900000000000006
1019,1019_1,10-12-2014,32,red/blush wine,Beverages,3,12.2,36.599999999999994
1020,1020_2,12-08-2014,25,canned beer,Beverages,1,1.1,1.1
1020,1020_2,12-08-2014,71,shopping bags,Household & Hygiene,2,5.12,10.24
1020,1020_3,13-10-2015,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1020,1020_3,13-10-2015,25,canned beer,Beverages,2,1.1,2.2
1020,1020_3,13-10-2015,95,frozen fish,Frozen & Processed Food,1,5.8,5.8
1020,1020_3,13-10-2015,113,spices,Pantry Staples,2,1.2,2.4
1020,1020_1,19-07-2014,11,butter,Dairy,3,3.2,9.600000000000001
1020,1020_1,19-07-2014,18,yogurt,Dairy,3,2.2,6.6000000000000005
1020,1020_1,19-07-2014,36,frozen meals,Frozen & Processed Food,3,9.7,29.099999999999998
1020,1020_1,19-07-2014,44,newspapers,Specialty & Seasonal,1,3.2,3.2
1021,1021_3,07-11-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1021,1021_3,07-11-2015,78,baking powder,Pantry Staples,2,1.8,3.6
1021,1021_2,22-10-2015,1,tropical fruit,Fresh Food,1,7.8,7.8
1021,1021_2,22-10-2015,18,yogurt,Dairy,3,2.2,6.6000000000000005
1021,1021_2,22-10-2015,45,curd,Dairy,1,9.8,9.8
1021,1021_2,22-10-2015,61,liquor,Beverages,2,8.5,17.0
1021,1021_1,30-05-2014,11,butter,Dairy,1,3.2,3.2
1021,1021_1,30-05-2014,76,sliced cheese,Dairy,1,4.2,4.2
1022,1022_3,07-06-2014,12,fruit/vegetable juice,Beverages,3,2.1,6.300000000000001
1022,1022_3,07-06-2014,19,sausage,Fresh Food,2,3.1,6.2
1022,1022_1,22-02-2014,8,beef,Fresh Food,1,19.5,19.5
1022,1022_1,22-02-2014,114,napkins,Household & Hygiene,3,21.8,65.4
1022,1022_2,25-03-2014,2,whole milk,Dairy,2,1.8,3.6
1022,1022_2,25-03-2014,74,whipped/sour cream,Dairy,3,5.5,16.5
1023,1023_5,06-01-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1023,1023_5,06-01-2015,13,packaged fruit/vegetables,Fresh Food,2,3.5,7.0
1023,1023_5,06-01-2015,22,root vegetables,Fresh Food,2,1.8,3.6
1023,1023_5,06-01-2015,74,whipped/sour cream,Dairy,3,5.5,16.5
1023,1023_3,13-06-2014,38,soda,Beverages,1,0.8,0.8
1023,1023_3,13-06-2014,69,domestic eggs,Fresh Food,2,1.25,2.5
1023,1023_1,17-05-2014,10,chicken,Fresh Food,3,7.2,21.6
1023,1023_1,17-05-2014,36,frozen meals,Frozen & Processed Food,2,9.7,19.4
1023,1023_2,22-05-2014,45,curd,Dairy,3,9.8,29.400000000000002
1023,1023_2,22-05-2014,137,male cosmetics,Personal Care,2,10.6,21.2
1023,1023_6,28-06-2015,18,yogurt,Dairy,3,2.2,6.6000000000000005
1023,1023_6,28-06-2015,26,berries,Fresh Food,2,10.8,21.6
1023,1023_6,28-06-2015,50,bottled beer,Beverages,1,1.8,1.8
1023,1023_6,28-06-2015,83,white bread,Bakery & Sweets,3,0.3,0.8999999999999999
1023,1023_4,30-12-2014,15,specialty bar,Bakery & Sweets,1,5.2,5.2
1023,1023_4,30-12-2014,19,sausage,Fresh Food,2,3.1,6.2
1023,1023_4,30-12-2014,74,whipped/sour cream,Dairy,3,5.5,16.5
1024,1024_1,10-08-2015,1,tropical fruit,Fresh Food,3,7.8,23.4
1024,1024_1,10-08-2015,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1024,1024_1,10-08-2015,22,root vegetables,Fresh Food,1,1.8,1.8
1024,1024_1,10-08-2015,42,fish,Fresh Food,3,10.2,30.599999999999998
1025,1025_1,06-02-2014,27,coffee,Beverages,1,8.5,8.5
1025,1025_1,06-02-2014,71,shopping bags,Household & Hygiene,1,5.12,5.12
1025,1025_2,10-03-2014,29,ham,Fresh Food,1,15.2,15.2
1025,1025_2,10-03-2014,60,cream cheese,Dairy,1,6.3,6.3
1025,1025_3,19-08-2015,25,canned beer,Beverages,3,1.1,3.3000000000000003
1025,1025_3,19-08-2015,64,UHT-milk,Dairy,2,2.1,4.2
1026,1026_1,08-03-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1026,1026_1,08-03-2014,19,sausage,Fresh Food,3,3.1,9.3
1026,1026_1,08-03-2014,51,dessert,Bakery & Sweets,3,1.15,3.4499999999999997
1026,1026_1,08-03-2014,62,pickled vegetables,Fresh Food,2,2.7,5.4
1026,1026_4,15-03-2015,11,butter,Dairy,3,3.2,9.600000000000001
1026,1026_4,15-03-2015,12,fruit/vegetable juice,Beverages,3,2.1,6.300000000000001
1026,1026_4,15-03-2015,65,candy,Bakery & Sweets,2,3.6,7.2
1026,1026_4,15-03-2015,80,salty snack,Snacks,1,0.5,0.5
1026,1026_4,15-03-2015,130,dental care,Personal Care,2,11.45,22.9
1026,1026_2,18-06-2014,22,root vegetables,Fresh Food,3,1.8,5.4
1026,1026_2,18-06-2014,119,long life bakery product,Bakery & Sweets,1,9.9,9.9
1026,1026_3,23-08-2014,7,citrus fruit,Fresh Food,3,1.5,4.5
1026,1026_3,23-08-2014,18,yogurt,Dairy,1,2.2,2.2
1026,1026_5,28-05-2015,22,root vegetables,Fresh Food,3,1.8,5.4
1026,1026_5,28-05-2015,25,canned beer,Beverages,2,1.1,2.2
1026,1026_5,28-05-2015,74,whipped/sour cream,Dairy,3,5.5,16.5
1027,1027_1,14-05-2014,2,whole milk,Dairy,3,1.8,5.4
1027,1027_1,14-05-2014,72,salt,Pantry Staples,1,0.7,0.7
1027,1027_1,14-05-2014,152,softener,Household & Hygiene,3,11.8,35.400000000000006
1027,1027_4,17-05-2015,21,hamburger meat,Fresh Food,3,12.3,36.900000000000006
1027,1027_4,17-05-2015,23,pork,Fresh Food,1,7.2,7.2
1027,1027_2,22-09-2014,5,rolls/buns,Bakery & Sweets,3,1.2,3.5999999999999996
1027,1027_2,22-09-2014,17,bottled water,Beverages,3,0.5,1.5
1027,1027_3,25-02-2015,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1027,1027_3,25-02-2015,32,red/blush wine,Beverages,3,12.2,36.599999999999994
1028,1028_4,02-06-2015,25,canned beer,Beverages,3,1.1,3.3000000000000003
1028,1028_4,02-06-2015,66,onions,Fresh Food,1,1.3,1.3
1028,1028_4,02-06-2015,158,flower (seeds),Household & Hygiene,3,6.8,20.4
1028,1028_1,05-04-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1028,1028_1,05-04-2014,35,sugar,Bakery & Sweets,2,1.2,2.4
1028,1028_3,10-11-2014,11,butter,Dairy,3,3.2,9.600000000000001
1028,1028_3,10-11-2014,38,soda,Beverages,2,0.8,1.6
1028,1028_5,11-07-2015,22,root vegetables,Fresh Food,2,1.8,3.6
1028,1028_5,11-07-2015,53,specialty chocolate,Bakery & Sweets,3,18.8,56.400000000000006
1028,1028_2,24-04-2014,5,rolls/buns,Bakery & Sweets,2,1.2,2.4
1028,1028_2,24-04-2014,17,bottled water,Beverages,1,0.5,0.5
1028,1028_2,24-04-2014,66,onions,Fresh Food,1,1.3,1.3
1028,1028_2,24-04-2014,78,baking powder,Pantry Staples,2,1.8,3.6
1029,1029_1,14-03-2015,29,ham,Fresh Food,1,15.2,15.2
1029,1029_1,14-03-2015,51,dessert,Bakery & Sweets,1,1.15,1.15
1031,1031_1,04-03-2014,6,pot plants,Household & Hygiene,3,3.5,10.5
1031,1031_1,04-03-2014,58,ice cream,Frozen & Processed Food,1,1.8,1.8
1031,1031_3,15-10-2015,4,other vegetables,Fresh Food,5,0.8,4.0
1031,1031_3,15-10-2015,26,berries,Fresh Food,3,10.8,32.400000000000006
1031,1031_2,26-08-2015,49,beverages,Beverages,3,1.1,3.3000000000000003
1031,1031_2,26-08-2015,60,cream cheese,Dairy,2,6.3,12.6
1032,1032_4,13-07-2015,58,ice cream,Frozen & Processed Food,1,1.8,1.8
1032,1032_4,13-07-2015,74,whipped/sour cream,Dairy,2,5.5,11.0
1032,1032_3,15-06-2015,4,other vegetables,Fresh Food,3,0.8,2.4000000000000004
1032,1032_3,15-06-2015,11,butter,Dairy,1,3.2,3.2
1032,1032_3,15-06-2015,26,berries,Fresh Food,1,10.8,10.8
1032,1032_3,15-06-2015,38,soda,Beverages,1,0.8,0.8
1032,1032_3,15-06-2015,60,cream cheese,Dairy,3,6.3,18.9
1032,1032_3,15-06-2015,83,white bread,Bakery & Sweets,1,0.3,0.3
1032,1032_5,23-08-2015,18,yogurt,Dairy,1,2.2,2.2
1032,1032_5,23-08-2015,22,root vegetables,Fresh Food,2,1.8,3.6
1032,1032_2,23-09-2014,2,whole milk,Dairy,3,1.8,5.4
1032,1032_2,23-09-2014,24,pastry,Bakery & Sweets,2,3.1,6.2
1032,1032_2,23-09-2014,71,shopping bags,Household & Hygiene,3,5.12,15.36
1032,1032_2,23-09-2014,83,white bread,Bakery & Sweets,1,0.3,0.3
1032,1032_1,26-01-2014,44,newspapers,Specialty & Seasonal,1,3.2,3.2
1032,1032_1,26-01-2014,74,whipped/sour cream,Dairy,2,5.5,11.0
1033,1033_1,02-03-2014,9,frankfurter,Fresh Food,3,5.5,16.5
1033,1033_1,02-03-2014,24,pastry,Bakery & Sweets,3,3.1,9.3
1033,1033_5,15-06-2015,10,chicken,Fresh Food,3,7.2,21.6
1033,1033_5,15-06-2015,115,waffles,Bakery & Sweets,2,2.5,5.0
1033,1033_2,18-04-2014,12,fruit/vegetable juice,Beverages,2,2.1,4.2
1033,1033_2,18-04-2014,51,dessert,Bakery & Sweets,2,1.15,2.3
1033,1033_3,21-04-2014,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1033,1033_3,21-04-2014,19,sausage,Fresh Food,3,3.1,9.3
1033,1033_3,21-04-2014,126,snack products,Snacks,3,0.9,2.7
1033,1033_4,22-04-2015,1,tropical fruit,Fresh Food,2,7.8,15.6
1033,1033_4,22-04-2015,5,rolls/buns,Bakery & Sweets,1,1.2,1.2
1033,1033_4,22-04-2015,38,soda,Beverages,3,0.8,2.4000000000000004
1034,1034_3,13-05-2014,1,tropical fruit,Fresh Food,1,7.8,7.8
1034,1034_3,13-05-2014,44,newspapers,Specialty & Seasonal,3,3.2,9.600000000000001
1034,1034_1,24-02-2014,3,pip fruit,Fresh Food,2,3.0,6.0
1034,1034_1,24-02-2014,18,yogurt,Dairy,1,2.2,2.2
1034,1034_1,24-02-2014,85,cling film/bags,Household & Hygiene,1,2.2,2.2
1034,1034_1,24-02-2014,104,cat food,Pet Care,3,11.2,33.599999999999994
1034,1034_2,28-04-2014,17,bottled water,Beverages,2,0.5,1.0
1034,1034_2,28-04-2014,36,frozen meals,Frozen & Processed Food,2,9.7,19.4
1034,1034_2,28-04-2014,69,domestic eggs,Fresh Food,1,1.25,1.25
1035,1035_5,08-09-2015,2,whole milk,Dairy,1,1.8,1.8
1035,1035_5,08-09-2015,44,newspapers,Specialty & Seasonal,1,3.2,3.2
1035,1035_2,15-08-2014,3,pip fruit,Fresh Food,2,3.0,6.0
1035,1035_2,15-08-2014,56,white wine,Beverages,2,14.2,28.4
1035,1035_2,15-08-2014,72,salt,Pantry Staples,3,0.7,2.0999999999999996
1035,1035_2,15-08-2014,83,white bread,Bakery & Sweets,3,0.3,0.8999999999999999
1035,1035_4,23-05-2015,19,sausage,Fresh Food,3,3.1,9.3
1035,1035_4,23-05-2015,75,frozen vegetables,Frozen & Processed Food,1,2.5,2.5
